student_id,exam_type,test_name,test_number,subject,attendance_percentage,combination,academic_year,english_theory,language_subject,language_theory,physics_theory,physics_practical,chemistry_theory,chemistry_practical,maths_theory,biology_theory,biology_practical,computer_science_theory,computer_science_practical,behavior_score
260006,Unit Test,Chapter 1 Test,1.0,Language,85,PCMB,2025,,Sanskrit,52.0,,,,,,,,,,6
260006,Unit Test,Chapter 1 Test,1.0,Physics,98,PCMB,2025,,,,26.0,28.0,,,,,,,,10
260006,Unit Test,Chapter 1 Test,1.0,Chemistry,100,PCMB,2025,,,,,,65.0,24.0,,,,,,10
260006,Unit Test,Chapter 1 Test,1.0,Maths,97,PCMB,2025,,,,,,,,62.0,,,,,8
260006,Unit Test,Chapter 1 Test,1.0,Biology,78,PCMB,2025,,,,,,,,,67.0,19.0,,,9
260006,Mid Term,Term,1.0,All,89,PCMB,2025,72.0,Sanskrit,70.0,56.0,29.0,26.0,26.0,45.0,63.0,17.0,,,7
260006,JUT,Term,1.0,All,96,PCMB,2025,55.0,Kannada,54.0,49.0,26.0,48.0,27.0,88.0,35.0,30.0,,,8
260006,JFT,Term,1.0,All,94,PCMB,2025,59.0,Hindi,50.0,69.0,27.0,31.0,29.0,50.0,35.0,22.0,,,6
260006,Final Exam,Annual,1.0,All,72,PCMB,2025,58.0,Kannada,100.0,56.0,24.0,37.0,18.0,100.0,33.0,26.0,,,5
260007,Unit Test,Chapter 1 Test,1.0,English,78,PCMC,2025,92.0,,,,,,,,,,,,6
260007,Unit Test,Chapter 1 Test,1.0,Language,78,PCMC,2025,,Sanskrit,41.0,,,,,,,,,,9
260007,Unit Test,Chapter 1 Test,1.0,Physics,78,PCMC,2025,,,,58.0,26.0,,,,,,,,6
260007,Unit Test,Chapter 1 Test,1.0,Chemistry,81,PCMC,2025,,,,,,42.0,19.0,,,,,,6
260007,Unit Test,Chapter 1 Test,1.0,Maths,84,PCMC,2025,,,,,,,,99.0,,,,,9
260007,Unit Test,Chapter 1 Test,1.0,Computer Science,95,PCMC,2025,,,,,,,,,,,70.0,29.0,8
260007,Mid Term,Term,1.0,All,94,PCMC,2025,77.0,Hindi,40.0,62.0,15.0,59.0,20.0,58.0,,,29.0,15.0,6
260007,JUT,Term,1.0,All,74,PCMC,2025,57.0,Hindi,47.0,36.0,26.0,31.0,21.0,35.0,,,56.0,24.0,8
260007,JFT,Term,1.0,All,92,PCMC,2025,79.0,Kannada,91.0,33.0,25.0,46.0,16.0,53.0,,,65.0,28.0,6
260007,Final Exam,Annual,1.0,All,82,PCMC,2025,95.0,Sanskrit,49.0,35.0,29.0,57.0,24.0,82.0,,,32.0,29.0,5
260008,Unit Test,Chapter 1 Test,1.0,English,77,PCMB,2025,76.0,,,,,,,,,,,,8
260008,Unit Test,Chapter 1 Test,1.0,Language,99,PCMB,2025,,Sanskrit,49.0,,,,,,,,,,10
260008,Unit Test,Chapter 1 Test,1.0,Physics,96,PCMB,2025,,,,65.0,20.0,,,,,,,,9
260008,Unit Test,Chapter 1 Test,1.0,Chemistry,89,PCMB,2025,,,,,,26.0,30.0,,,,,,6
260008,Unit Test,Chapter 1 Test,1.0,Maths,92,PCMB,2025,,,,,,,,38.0,,,,,9
260008,Unit Test,Chapter 1 Test,1.0,Biology,82,PCMB,2025,,,,,,,,,38.0,18.0,,,10
260008,Mid Term,Term,1.0,All,86,PCMB,2025,61.0,Hindi,39.0,46.0,17.0,27.0,17.0,52.0,31.0,18.0,,,10
260008,JUT,Term,1.0,All,86,PCMB,2025,45.0,Hindi,85.0,57.0,21.0,36.0,23.0,67.0,68.0,27.0,,,10
260008,JFT,Term,1.0,All,82,PCMB,2025,68.0,Sanskrit,47.0,38.0,27.0,42.0,22.0,46.0,33.0,18.0,,,9
260008,Final Exam,Annual,1.0,All,79,PCMB,2025,38.0,Sanskrit,42.0,28.0,28.0,62.0,28.0,40.0,66.0,28.0,,,9
260009,Unit Test,Chapter 1 Test,1.0,English,84,PCMC,2025,62.0,,,,,,,,,,,,9
260009,Unit Test,Chapter 1 Test,1.0,Language,93,PCMC,2025,,Kannada,81.0,,,,,,,,,,6
260009,Unit Test,Chapter 1 Test,1.0,Physics,95,PCMC,2025,,,,40.0,20.0,,,,,,,,7
260009,Unit Test,Chapter 1 Test,1.0,Chemistry,86,PCMC,2025,,,,,,27.0,24.0,,,,,,10
260009,Unit Test,Chapter 1 Test,1.0,Maths,76,PCMC,2025,,,,,,,,91.0,,,,,6
260009,Unit Test,Chapter 1 Test,1.0,Computer Science,100,PCMC,2025,,,,,,,,,,,29.0,15.0,10
260009,Mid Term,Term,1.0,All,77,PCMC,2025,81.0,Hindi,91.0,42.0,29.0,25.0,27.0,35.0,,,64.0,15.0,5
260009,JUT,Term,1.0,All,87,PCMC,2025,43.0,Sanskrit,54.0,45.0,25.0,52.0,26.0,53.0,,,56.0,27.0,6
260009,JFT,Term,1.0,All,80,PCMC,2025,41.0,Kannada,82.0,59.0,21.0,65.0,28.0,67.0,,,43.0,16.0,8
260009,Final Exam,Annual,1.0,All,85,PCMC,2025,45.0,Kannada,39.0,59.0,21.0,54.0,19.0,50.0,,,63.0,23.0,5
260010,Unit Test,Chapter 1 Test,1.0,English,76,PCMC,2025,78.0,,,,,,,,,,,,10
260010,Unit Test,Chapter 1 Test,1.0,Language,84,PCMC,2025,,Sanskrit,37.0,,,,,,,,,,8
260010,Unit Test,Chapter 1 Test,1.0,Physics,98,PCMC,2025,,,,55.0,25.0,,,,,,,,6
260010,Unit Test,Chapter 1 Test,1.0,Chemistry,90,PCMC,2025,,,,,,69.0,30.0,,,,,,8
260010,Unit Test,Chapter 1 Test,1.0,Maths,84,PCMC,2025,,,,,,,,59.0,,,,,9
260010,Unit Test,Chapter 1 Test,1.0,Computer Science,97,PCMC,2025,,,,,,,,,,,66.0,22.0,8
260010,Mid Term,Term,1.0,All,95,PCMC,2025,41.0,Sanskrit,48.0,67.0,23.0,34.0,19.0,43.0,,,26.0,25.0,10
260010,JUT,Term,1.0,All,95,PCMC,2025,78.0,Sanskrit,84.0,69.0,23.0,62.0,21.0,53.0,,,40.0,30.0,6
260010,JFT,Term,1.0,All,86,PCMC,2025,66.0,Kannada,35.0,28.0,27.0,52.0,23.0,51.0,,,34.0,28.0,6
260010,Final Exam,Annual,1.0,All,75,PCMC,2025,94.0,Sanskrit,56.0,34.0,22.0,24.0,21.0,98.0,,,65.0,20.0,10
260011,Unit Test,Chapter 1 Test,1.0,English,85,PCMC,2025,49.0,,,,,,,,,,,,10
260011,Unit Test,Chapter 1 Test,1.0,Language,80,PCMC,2025,,Kannada,61.0,,,,,,,,,,10
260011,Unit Test,Chapter 1 Test,1.0,Physics,79,PCMC,2025,,,,57.0,15.0,,,,,,,,8
260011,Unit Test,Chapter 1 Test,1.0,Chemistry,76,PCMC,2025,,,,,,35.0,16.0,,,,,,7
260011,Unit Test,Chapter 1 Test,1.0,Maths,93,PCMC,2025,,,,,,,,46.0,,,,,7
260011,Unit Test,Chapter 1 Test,1.0,Computer Science,97,PCMC,2025,,,,,,,,,,,32.0,16.0,8
260011,Mid Term,Term,1.0,All,71,PCMC,2025,85.0,Sanskrit,69.0,29.0,22.0,58.0,25.0,88.0,,,39.0,26.0,5
260011,JUT,Term,1.0,All,79,PCMC,2025,56.0,Kannada,93.0,24.0,21.0,54.0,28.0,55.0,,,67.0,30.0,5
260011,JFT,Term,1.0,All,85,PCMC,2025,97.0,Hindi,40.0,34.0,24.0,35.0,24.0,62.0,,,51.0,17.0,7
260011,Final Exam,Annual,1.0,All,88,PCMC,2025,67.0,Sanskrit,68.0,33.0,26.0,64.0,17.0,51.0,,,24.0,23.0,8
260012,Unit Test,Chapter 1 Test,1.0,English,90,PCMB,2025,99.0,,,,,,,,,,,,7
260012,Unit Test,Chapter 1 Test,1.0,Language,95,PCMB,2025,,Hindi,66.0,,,,,,,,,,7
260012,Unit Test,Chapter 1 Test,1.0,Physics,83,PCMB,2025,,,,61.0,26.0,,,,,,,,10
260012,Unit Test,Chapter 1 Test,1.0,Chemistry,90,PCMB,2025,,,,,,66.0,18.0,,,,,,10
260012,Unit Test,Chapter 1 Test,1.0,Maths,81,PCMB,2025,,,,,,,,80.0,,,,,8
260012,Unit Test,Chapter 1 Test,1.0,Biology,96,PCMB,2025,,,,,,,,,66.0,17.0,,,9
260012,Mid Term,Term,1.0,All,74,PCMB,2025,53.0,Sanskrit,56.0,46.0,20.0,60.0,19.0,58.0,67.0,25.0,,,9
260012,JUT,Term,1.0,All,73,PCMB,2025,91.0,Sanskrit,52.0,68.0,30.0,70.0,15.0,64.0,31.0,28.0,,,10
260012,JFT,Term,1.0,All,83,PCMB,2025,89.0,Kannada,73.0,25.0,15.0,51.0,26.0,43.0,43.0,28.0,,,6
260012,Final Exam,Annual,1.0,All,95,PCMB,2025,74.0,Hindi,77.0,66.0,24.0,44.0,22.0,72.0,56.0,24.0,,,9
260013,Unit Test,Chapter 1 Test,1.0,English,81,PCMC,2025,37.0,,,,,,,,,,,,9
260013,Unit Test,Chapter 1 Test,1.0,Language,85,PCMC,2025,,Sanskrit,84.0,,,,,,,,,,8
260013,Unit Test,Chapter 1 Test,1.0,Physics,89,PCMC,2025,,,,64.0,29.0,,,,,,,,7
260013,Unit Test,Chapter 1 Test,1.0,Chemistry,88,PCMC,2025,,,,,,62.0,22.0,,,,,,9
260013,Unit Test,Chapter 1 Test,1.0,Maths,79,PCMC,2025,,,,,,,,88.0,,,,,6
260013,Unit Test,Chapter 1 Test,1.0,Computer Science,97,PCMC,2025,,,,,,,,,,,26.0,27.0,6
260013,Mid Term,Term,1.0,All,91,PCMC,2025,90.0,Hindi,56.0,69.0,19.0,70.0,15.0,44.0,,,65.0,16.0,5
260013,JUT,Term,1.0,All,80,PCMC,2025,100.0,Kannada,35.0,69.0,25.0,38.0,21.0,45.0,,,37.0,25.0,8
260013,JFT,Term,1.0,All,93,PCMC,2025,93.0,Kannada,52.0,26.0,28.0,28.0,30.0,96.0,,,68.0,18.0,7
260013,Final Exam,Annual,1.0,All,94,PCMC,2025,40.0,Hindi,43.0,35.0,26.0,46.0,27.0,40.0,,,59.0,19.0,5
260014,Unit Test,Chapter 1 Test,1.0,English,91,PCMC,2025,95.0,,,,,,,,,,,,9
260014,Unit Test,Chapter 1 Test,1.0,Language,75,PCMC,2025,,Sanskrit,67.0,,,,,,,,,,10
260014,Unit Test,Chapter 1 Test,1.0,Physics,83,PCMC,2025,,,,67.0,22.0,,,,,,,,7
260014,Unit Test,Chapter 1 Test,1.0,Chemistry,96,PCMC,2025,,,,,,69.0,28.0,,,,,,8
260014,Unit Test,Chapter 1 Test,1.0,Maths,86,PCMC,2025,,,,,,,,83.0,,,,,10
260014,Unit Test,Chapter 1 Test,1.0,Computer Science,77,PCMC,2025,,,,,,,,,,,31.0,30.0,6
260014,Mid Term,Term,1.0,All,85,PCMC,2025,98.0,Sanskrit,78.0,32.0,16.0,28.0,19.0,78.0,,,53.0,16.0,8
260014,JUT,Term,1.0,All,82,PCMC,2025,79.0,Hindi,86.0,26.0,26.0,47.0,22.0,65.0,,,59.0,24.0,10
260014,JFT,Term,1.0,All,86,PCMC,2025,52.0,Hindi,36.0,41.0,26.0,44.0,22.0,42.0,,,61.0,27.0,8
260014,Final Exam,Annual,1.0,All,77,PCMC,2025,83.0,Sanskrit,42.0,26.0,27.0,57.0,25.0,87.0,,,33.0,27.0,6
260015,Unit Test,Chapter 1 Test,1.0,English,78,PCMC,2025,85.0,,,,,,,,,,,,8
260015,Unit Test,Chapter 1 Test,1.0,Language,90,PCMC,2025,,Kannada,98.0,,,,,,,,,,6
260015,Unit Test,Chapter 1 Test,1.0,Physics,93,PCMC,2025,,,,55.0,16.0,,,,,,,,7
260015,Unit Test,Chapter 1 Test,1.0,Chemistry,75,PCMC,2025,,,,,,69.0,26.0,,,,,,9
260015,Unit Test,Chapter 1 Test,1.0,Maths,91,PCMC,2025,,,,,,,,88.0,,,,,8
260015,Unit Test,Chapter 1 Test,1.0,Computer Science,88,PCMC,2025,,,,,,,,,,,25.0,20.0,8
260015,Mid Term,Term,1.0,All,91,PCMC,2025,56.0,Hindi,99.0,59.0,22.0,50.0,19.0,53.0,,,48.0,30.0,9
260015,JUT,Term,1.0,All,95,PCMC,2025,45.0,Hindi,39.0,59.0,20.0,50.0,26.0,75.0,,,64.0,18.0,5
260015,JFT,Term,1.0,All,73,PCMC,2025,54.0,Sanskrit,69.0,62.0,17.0,51.0,19.0,83.0,,,46.0,23.0,10
260015,Final Exam,Annual,1.0,All,83,PCMC,2025,58.0,Sanskrit,68.0,65.0,17.0,26.0,22.0,93.0,,,25.0,16.0,9
260016,Unit Test,Chapter 1 Test,1.0,English,88,PCMB,2025,84.0,,,,,,,,,,,,6
260016,Unit Test,Chapter 1 Test,1.0,Language,87,PCMB,2025,,Kannada,50.0,,,,,,,,,,10
260016,Unit Test,Chapter 1 Test,1.0,Physics,81,PCMB,2025,,,,52.0,24.0,,,,,,,,9
260016,Unit Test,Chapter 1 Test,1.0,Chemistry,77,PCMB,2025,,,,,,44.0,20.0,,,,,,8
260016,Unit Test,Chapter 1 Test,1.0,Maths,79,PCMB,2025,,,,,,,,49.0,,,,,10
260016,Unit Test,Chapter 1 Test,1.0,Biology,87,PCMB,2025,,,,,,,,,56.0,16.0,,,9
260016,Mid Term,Term,1.0,All,70,PCMB,2025,80.0,Hindi,77.0,63.0,15.0,59.0,28.0,41.0,24.0,25.0,,,9
260016,JUT,Term,1.0,All,98,PCMB,2025,95.0,Kannada,58.0,59.0,15.0,36.0,23.0,41.0,38.0,20.0,,,7
260016,JFT,Term,1.0,All,91,PCMB,2025,93.0,Kannada,89.0,69.0,18.0,52.0,30.0,97.0,44.0,25.0,,,8
260016,Final Exam,Annual,1.0,All,92,PCMB,2025,42.0,Sanskrit,61.0,27.0,26.0,32.0,15.0,43.0,31.0,24.0,,,8
260017,Unit Test,Chapter 1 Test,1.0,English,91,PCMC,2025,99.0,,,,,,,,,,,,7
260017,Unit Test,Chapter 1 Test,1.0,Language,91,PCMC,2025,,Kannada,51.0,,,,,,,,,,8
260017,Unit Test,Chapter 1 Test,1.0,Physics,75,PCMC,2025,,,,45.0,28.0,,,,,,,,8
260017,Unit Test,Chapter 1 Test,1.0,Chemistry,100,PCMC,2025,,,,,,30.0,24.0,,,,,,9
260017,Unit Test,Chapter 1 Test,1.0,Maths,84,PCMC,2025,,,,,,,,91.0,,,,,9
260017,Unit Test,Chapter 1 Test,1.0,Computer Science,99,PCMC,2025,,,,,,,,,,,46.0,23.0,10
260017,Mid Term,Term,1.0,All,98,PCMC,2025,59.0,Hindi,90.0,26.0,22.0,47.0,30.0,48.0,,,51.0,20.0,7
260017,JUT,Term,1.0,All,81,PCMC,2025,93.0,Hindi,39.0,67.0,21.0,43.0,27.0,50.0,,,45.0,17.0,10
260017,JFT,Term,1.0,All,84,PCMC,2025,63.0,Kannada,78.0,38.0,20.0,48.0,28.0,67.0,,,49.0,19.0,8
260017,Final Exam,Annual,1.0,All,73,PCMC,2025,99.0,Kannada,53.0,65.0,19.0,64.0,26.0,83.0,,,47.0,29.0,9
260018,Unit Test,Chapter 1 Test,1.0,English,94,PCMB,2025,94.0,,,,,,,,,,,,6
260018,Unit Test,Chapter 1 Test,1.0,Language,77,PCMB,2025,,Kannada,89.0,,,,,,,,,,10
260018,Unit Test,Chapter 1 Test,1.0,Physics,86,PCMB,2025,,,,31.0,22.0,,,,,,,,7
260018,Unit Test,Chapter 1 Test,1.0,Chemistry,80,PCMB,2025,,,,,,32.0,30.0,,,,,,10
260018,Unit Test,Chapter 1 Test,1.0,Maths,89,PCMB,2025,,,,,,,,94.0,,,,,7
260018,Unit Test,Chapter 1 Test,1.0,Biology,97,PCMB,2025,,,,,,,,,41.0,27.0,,,6
260018,Mid Term,Term,1.0,All,77,PCMB,2025,90.0,Kannada,83.0,40.0,26.0,43.0,17.0,92.0,25.0,18.0,,,8
260018,JUT,Term,1.0,All,99,PCMB,2025,45.0,Kannada,79.0,46.0,24.0,61.0,22.0,80.0,50.0,23.0,,,6
260018,JFT,Term,1.0,All,97,PCMB,2025,51.0,Sanskrit,43.0,68.0,15.0,24.0,15.0,97.0,60.0,22.0,,,10
260018,Final Exam,Annual,1.0,All,98,PCMB,2025,67.0,Sanskrit,43.0,69.0,15.0,57.0,26.0,91.0,58.0,22.0,,,5
260019,Unit Test,Chapter 1 Test,1.0,English,100,PCMB,2025,46.0,,,,,,,,,,,,8
260019,Unit Test,Chapter 1 Test,1.0,Language,96,PCMB,2025,,Sanskrit,88.0,,,,,,,,,,10
260019,Unit Test,Chapter 1 Test,1.0,Physics,98,PCMB,2025,,,,67.0,24.0,,,,,,,,10
260019,Unit Test,Chapter 1 Test,1.0,Chemistry,81,PCMB,2025,,,,,,52.0,29.0,,,,,,8
260019,Unit Test,Chapter 1 Test,1.0,Maths,84,PCMB,2025,,,,,,,,83.0,,,,,7
260019,Unit Test,Chapter 1 Test,1.0,Biology,100,PCMB,2025,,,,,,,,,46.0,28.0,,,9
260019,Mid Term,Term,1.0,All,95,PCMB,2025,47.0,Hindi,53.0,43.0,25.0,27.0,30.0,80.0,61.0,25.0,,,8
260019,JUT,Term,1.0,All,88,PCMB,2025,71.0,Sanskrit,60.0,24.0,22.0,38.0,24.0,39.0,70.0,21.0,,,5
260019,JFT,Term,1.0,All,96,PCMB,2025,39.0,Sanskrit,66.0,52.0,21.0,25.0,30.0,65.0,26.0,17.0,,,8
260019,Final Exam,Annual,1.0,All,81,PCMB,2025,44.0,Hindi,91.0,26.0,20.0,56.0,16.0,74.0,46.0,23.0,,,6
260020,Unit Test,Chapter 1 Test,1.0,English,83,PCMC,2025,67.0,,,,,,,,,,,,7
260020,Unit Test,Chapter 1 Test,1.0,Language,93,PCMC,2025,,Sanskrit,89.0,,,,,,,,,,6
260020,Unit Test,Chapter 1 Test,1.0,Physics,92,PCMC,2025,,,,26.0,29.0,,,,,,,,10
260020,Unit Test,Chapter 1 Test,1.0,Chemistry,92,PCMC,2025,,,,,,58.0,20.0,,,,,,10
260020,Unit Test,Chapter 1 Test,1.0,Maths,96,PCMC,2025,,,,,,,,86.0,,,,,7
260020,Unit Test,Chapter 1 Test,1.0,Computer Science,96,PCMC,2025,,,,,,,,,,,62.0,17.0,9
260020,Mid Term,Term,1.0,All,91,PCMC,2025,71.0,Kannada,93.0,45.0,29.0,41.0,27.0,89.0,,,53.0,24.0,10
260020,JUT,Term,1.0,All,82,PCMC,2025,65.0,Kannada,65.0,37.0,22.0,50.0,19.0,83.0,,,36.0,25.0,8
260020,JFT,Term,1.0,All,84,PCMC,2025,42.0,Kannada,52.0,42.0,21.0,49.0,20.0,56.0,,,40.0,17.0,10
260020,Final Exam,Annual,1.0,All,96,PCMC,2025,83.0,Kannada,99.0,54.0,29.0,49.0,29.0,60.0,,,64.0,28.0,5
260021,Unit Test,Chapter 1 Test,1.0,English,79,PCMC,2025,60.0,,,,,,,,,,,,6
260021,Unit Test,Chapter 1 Test,1.0,Language,94,PCMC,2025,,Sanskrit,79.0,,,,,,,,,,9
260021,Unit Test,Chapter 1 Test,1.0,Physics,80,PCMC,2025,,,,36.0,23.0,,,,,,,,9
260021,Unit Test,Chapter 1 Test,1.0,Chemistry,92,PCMC,2025,,,,,,32.0,28.0,,,,,,8
260021,Unit Test,Chapter 1 Test,1.0,Maths,97,PCMC,2025,,,,,,,,90.0,,,,,9
260021,Unit Test,Chapter 1 Test,1.0,Computer Science,92,PCMC,2025,,,,,,,,,,,63.0,29.0,6
260021,Mid Term,Term,1.0,All,90,PCMC,2025,47.0,Hindi,55.0,50.0,23.0,27.0,15.0,56.0,,,53.0,21.0,8
260021,JUT,Term,1.0,All,85,PCMC,2025,84.0,Hindi,77.0,24.0,22.0,54.0,28.0,40.0,,,63.0,16.0,10
260021,JFT,Term,1.0,All,90,PCMC,2025,36.0,Kannada,79.0,37.0,28.0,49.0,23.0,39.0,,,46.0,26.0,5
260021,Final Exam,Annual,1.0,All,80,PCMC,2025,37.0,Sanskrit,73.0,40.0,21.0,25.0,30.0,40.0,,,49.0,21.0,10
260022,Unit Test,Chapter 1 Test,1.0,English,78,PCMC,2025,74.0,,,,,,,,,,,,8
260022,Unit Test,Chapter 1 Test,1.0,Language,81,PCMC,2025,,Hindi,47.0,,,,,,,,,,8
260022,Unit Test,Chapter 1 Test,1.0,Physics,90,PCMC,2025,,,,36.0,22.0,,,,,,,,10
260022,Unit Test,Chapter 1 Test,1.0,Chemistry,100,PCMC,2025,,,,,,43.0,25.0,,,,,,9
260022,Unit Test,Chapter 1 Test,1.0,Maths,94,PCMC,2025,,,,,,,,63.0,,,,,9
260022,Unit Test,Chapter 1 Test,1.0,Computer Science,90,PCMC,2025,,,,,,,,,,,62.0,23.0,10
260022,Mid Term,Term,1.0,All,98,PCMC,2025,37.0,Sanskrit,66.0,34.0,21.0,67.0,16.0,55.0,,,27.0,29.0,6
260022,JUT,Term,1.0,All,83,PCMC,2025,36.0,Kannada,39.0,54.0,17.0,37.0,28.0,79.0,,,47.0,29.0,5
